text,id,content,timestamp_x,temperature_x,prompt_id,timestamp_y,temperature_y,clarity,energy,necessity,productivity,influence,courage,length
"Daily Fire  11-2-23: The Extra Mile Matters Today's Journal Questions •	Am I still living in Phase 1 or Phase 2? •	Do I understand and believe that Phase 3 demands more of me? •	What is my relationship to ""exceeding expectations?"" •	Do I know when I am holding back and not doing my best? •	Did I hold back somewhere in my life because I wasn't appreciated? •	Does it feel like my life is ever-expanding? Or stale? •	Can I think of a time when I exceeding expectations and my confidence grew? •	How can I exceed expectations today or go the extra mile? •	Will I challenge myself to exceed expectations today? •	What are three things I could do to exceed expectations and will I add them to my plan? (Can I make one of these related to bringing extra joy to someone I love?)",1,"Reflect on past instances where your efforts were not appreciated. Did these experiences discourage you from going the extra mile in the future? If so, how can you work on overcoming these setbacks?",20240319112138,temp1,12,20240319144049,temp1,1.0,0.5,1.0,1.0,0.5,0.5,500
"Daily Fire  11-2-23: The Extra Mile Matters Today's Journal Questions •	Am I still living in Phase 1 or Phase 2? •	Do I understand and believe that Phase 3 demands more of me? •	What is my relationship to ""exceeding expectations?"" •	Do I know when I am holding back and not doing my best? •	Did I hold back somewhere in my life because I wasn't appreciated? •	Does it feel like my life is ever-expanding? Or stale? •	Can I think of a time when I exceeding expectations and my confidence grew? •	How can I exceed expectations today or go the extra mile? •	Will I challenge myself to exceed expectations today? •	What are three things I could do to exceed expectations and will I add them to my plan? (Can I make one of these related to bringing extra joy to someone I love?)",1,"Consider the instances where you might be holding back and not putting in your best. What causes this behavior? Is it fear, lack of motivation, or the absence of rewards?",20240319112138,temp1,13,20240319145851,temp1,1.0,0.0,1.0,1.0,0.0,1.0,300
"Daily Fire  11-2-23: The Extra Mile Matters Today's Journal Questions •	Am I still living in Phase 1 or Phase 2? •	Do I understand and believe that Phase 3 demands more of me? •	What is my relationship to ""exceeding expectations?"" •	Do I know when I am holding back and not doing my best? •	Did I hold back somewhere in my life because I wasn't appreciated? •	Does it feel like my life is ever-expanding? Or stale? •	Can I think of a time when I exceeding expectations and my confidence grew? •	How can I exceed expectations today or go the extra mile? •	Will I challenge myself to exceed expectations today? •	What are three things I could do to exceed expectations and will I add them to my plan? (Can I make one of these related to bringing extra joy to someone I love?)",1,"Take a moment to reflect on your relationship with 'exceeding expectations'. Is it a value you live by, or is it a concept that's unfamiliar or intimidating to you?",20240319112138,temp1,14,20240319145109,temp1,1.0,0.5,1.0,1.0,0.5,1.0,500
"Daily Fire  11-2-23: The Extra Mile Matters Today's Journal Questions •	Am I still living in Phase 1 or Phase 2? •	Do I understand and believe that Phase 3 demands more of me? •	What is my relationship to ""exceeding expectations?"" •	Do I know when I am holding back and not doing my best? •	Did I hold back somewhere in my life because I wasn't appreciated? •	Does it feel like my life is ever-expanding? Or stale? •	Can I think of a time when I exceeding expectations and my confidence grew? •	How can I exceed expectations today or go the extra mile? •	Will I challenge myself to exceed expectations today? •	What are three things I could do to exceed expectations and will I add them to my plan? (Can I make one of these related to bringing extra joy to someone I love?)",1,Consider your performance across various aspects of your life. Are you in a stage of 'meeting expectations' or 'exceeding expectations'? How does this evaluation make you feel about your overall efforts?,20240319112138,temp1,15,20240319144938,temp1,0.5,0.0,1.0,1.0,0.0,0.5,400
"Daily Fire  11-2-23: The Extra Mile Matters Today's Journal Questions •	Am I still living in Phase 1 or Phase 2? •	Do I understand and believe that Phase 3 demands more of me? •	What is my relationship to ""exceeding expectations?"" •	Do I know when I am holding back and not doing my best? •	Did I hold back somewhere in my life because I wasn't appreciated? •	Does it feel like my life is ever-expanding? Or stale? •	Can I think of a time when I exceeding expectations and my confidence grew? •	How can I exceed expectations today or go the extra mile? •	Will I challenge myself to exceed expectations today? •	What are three things I could do to exceed expectations and will I add them to my plan? (Can I make one of these related to bringing extra joy to someone I love?)",1,"Think about your goals in life. Do they require you to meet the status quo or do they need more from you, propelling you into the realm of exceeding expectations? Reflect on whether your current beliefs and standards align with these goals.",20240319112138,temp1,16,20240319145043,temp1,0.5,0.0,1.0,1.0,0.0,0.5,700
"Daily Fire 11-1-23: They Don't Believe Until LATER Today's Framework: Approval Afterwards •	What is my dream? •	What is in my way of my dream? •	How will I know when I've achieved my dream? •	Who will I enlist to support my dream? •	How will I lead with love, compassion, and grace? Today's Journal Questions •	Do I have a big dream or wild idea that I am awaiting permission from others about? •	Can I remember that I do not need other people's approval for MY DREAM? How will I remember this? •	If I were to give a speech about my dream, what would it be? •	What is in my way of my own dream? My thought process? Lack of skills? My habits? My obligations? •	How will I know if I have achieved my dream? •	Who can I mobilize in support of my dream? •	How will I lead with love, compassion, and grace — no matter what? •	What will I do TODAY to kickstart my dream and believe in myself?",2,"No matter what circumstances you face in your endeavor, leading with love, compassion, and grace is key. How do you plan to embody these virtues?",20240319111700,temp1,17,20240319145219,temp1,1.0,0.5,0.5,1.0,1.0,1.0,500
"Daily Fire 11-1-23: They Don't Believe Until LATER Today's Framework: Approval Afterwards •	What is my dream? •	What is in my way of my dream? •	How will I know when I've achieved my dream? •	Who will I enlist to support my dream? •	How will I lead with love, compassion, and grace? Today's Journal Questions •	Do I have a big dream or wild idea that I am awaiting permission from others about? •	Can I remember that I do not need other people's approval for MY DREAM? How will I remember this? •	If I were to give a speech about my dream, what would it be? •	What is in my way of my own dream? My thought process? Lack of skills? My habits? My obligations? •	How will I know if I have achieved my dream? •	Who can I mobilize in support of my dream? •	How will I lead with love, compassion, and grace — no matter what? •	What will I do TODAY to kickstart my dream and believe in myself?",2,Begin by reflecting on your deepest ambition or aspiration. What is the personal dream you're looking to achieve?,20240319111700,temp1,18,20240319165537,temp1,1.0,0.0,0.5,0.5,1.0,1.0,850
"Daily Fire 11-1-23: They Don't Believe Until LATER Today's Framework: Approval Afterwards •	What is my dream? •	What is in my way of my dream? •	How will I know when I've achieved my dream? •	Who will I enlist to support my dream? •	How will I lead with love, compassion, and grace? Today's Journal Questions •	Do I have a big dream or wild idea that I am awaiting permission from others about? •	Can I remember that I do not need other people's approval for MY DREAM? How will I remember this? •	If I were to give a speech about my dream, what would it be? •	What is in my way of my own dream? My thought process? Lack of skills? My habits? My obligations? •	How will I know if I have achieved my dream? •	Who can I mobilize in support of my dream? •	How will I lead with love, compassion, and grace — no matter what? •	What will I do TODAY to kickstart my dream and believe in myself?",2,No one can attain their goals alone. Think about the people in your life who can support you in achieving your dream. Who can you enlist to champion your cause?,20240319111700,temp1,19,20240319151948,temp1,1.0,0.0,0.5,0.5,1.0,1.0,600
"Daily Fire 11-1-23: They Don't Believe Until LATER Today's Framework: Approval Afterwards •	What is my dream? •	What is in my way of my dream? •	How will I know when I've achieved my dream? •	Who will I enlist to support my dream? •	How will I lead with love, compassion, and grace? Today's Journal Questions •	Do I have a big dream or wild idea that I am awaiting permission from others about? •	Can I remember that I do not need other people's approval for MY DREAM? How will I remember this? •	If I were to give a speech about my dream, what would it be? •	What is in my way of my own dream? My thought process? Lack of skills? My habits? My obligations? •	How will I know if I have achieved my dream? •	Who can I mobilize in support of my dream? •	How will I lead with love, compassion, and grace — no matter what? •	What will I do TODAY to kickstart my dream and believe in myself?",2,Who can you invite into your dream journey for support and encouragement? How can you seek their assistance?,20240319111700,temp1,20,20240319144630,temp1,1.0,0.0,0.5,0.5,1.0,1.0,300
"Daily Fire 11-1-23: They Don't Believe Until LATER Today's Framework: Approval Afterwards •	What is my dream? •	What is in my way of my dream? •	How will I know when I've achieved my dream? •	Who will I enlist to support my dream? •	How will I lead with love, compassion, and grace? Today's Journal Questions •	Do I have a big dream or wild idea that I am awaiting permission from others about? •	Can I remember that I do not need other people's approval for MY DREAM? How will I remember this? •	If I were to give a speech about my dream, what would it be? •	What is in my way of my own dream? My thought process? Lack of skills? My habits? My obligations? •	How will I know if I have achieved my dream? •	Who can I mobilize in support of my dream? •	How will I lead with love, compassion, and grace — no matter what? •	What will I do TODAY to kickstart my dream and believe in myself?",2,"Finally, what actionable steps can you take TODAY to kick-start the journey towards your dream and instill a strong belief in yourself?",20240319111700,temp1,21,20240319160429,temp1,1.0,0.5,0.5,0.5,1.0,1.0,400
"Daily Fire 11-1-23: They Don't Believe Until LATER Today's Framework: Approval Afterwards •	What is my dream? •	What is in my way of my dream? •	How will I know when I've achieved my dream? •	Who will I enlist to support my dream? •	How will I lead with love, compassion, and grace? Today's Journal Questions •	Do I have a big dream or wild idea that I am awaiting permission from others about? •	Can I remember that I do not need other people's approval for MY DREAM? How will I remember this? •	If I were to give a speech about my dream, what would it be? •	What is in my way of my own dream? My thought process? Lack of skills? My habits? My obligations? •	How will I know if I have achieved my dream? •	Who can I mobilize in support of my dream? •	How will I lead with love, compassion, and grace — no matter what? •	What will I do TODAY to kickstart my dream and believe in myself?",2,"Now bring sole focus on the things that are within your control, particularly those that are obstructing your dream. How can you overcome these obstacles?",20240319111700,temp1,22,20240319143527,temp1,1.0,0.5,1.0,0.5,1.0,1.0,450
"Daily Fire 11-1-23: They Don't Believe Until LATER Today's Framework: Approval Afterwards •	What is my dream? •	What is in my way of my dream? •	How will I know when I've achieved my dream? •	Who will I enlist to support my dream? •	How will I lead with love, compassion, and grace? Today's Journal Questions •	Do I have a big dream or wild idea that I am awaiting permission from others about? •	Can I remember that I do not need other people's approval for MY DREAM? How will I remember this? •	If I were to give a speech about my dream, what would it be? •	What is in my way of my own dream? My thought process? Lack of skills? My habits? My obligations? •	How will I know if I have achieved my dream? •	Who can I mobilize in support of my dream? •	How will I lead with love, compassion, and grace — no matter what? •	What will I do TODAY to kickstart my dream and believe in myself?",2,"Consider the obstacles that you feel are currently standing in the way of this dream. Are they internal or external factors? For example, is your thought process getting in the way, or are there external circumstances limiting your options?",20240319111700,temp1,23,20240319145716,temp1,1.0,0.0,1.0,1.0,1.0,1.0,350
"Daily Fire 11-1-23: They Don't Believe Until LATER Today's Framework: Approval Afterwards •	What is my dream? •	What is in my way of my dream? •	How will I know when I've achieved my dream? •	Who will I enlist to support my dream? •	How will I lead with love, compassion, and grace? Today's Journal Questions •	Do I have a big dream or wild idea that I am awaiting permission from others about? •	Can I remember that I do not need other people's approval for MY DREAM? How will I remember this? •	If I were to give a speech about my dream, what would it be? •	What is in my way of my own dream? My thought process? Lack of skills? My habits? My obligations? •	How will I know if I have achieved my dream? •	Who can I mobilize in support of my dream? •	How will I lead with love, compassion, and grace — no matter what? •	What will I do TODAY to kickstart my dream and believe in myself?",2,"In order to understand how closely you are approaching your dream, it's critical to determine what success looks like for you. How will you know when you've achieved your dream?",20240319111700,temp1,24,20240319145139,temp1,1.0,0.0,1.0,0.5,1.0,1.0,500
"Daily Fire 11-1-23: They Don't Believe Until LATER Today's Framework: Approval Afterwards •	What is my dream? •	What is in my way of my dream? •	How will I know when I've achieved my dream? •	Who will I enlist to support my dream? •	How will I lead with love, compassion, and grace? Today's Journal Questions •	Do I have a big dream or wild idea that I am awaiting permission from others about? •	Can I remember that I do not need other people's approval for MY DREAM? How will I remember this? •	If I were to give a speech about my dream, what would it be? •	What is in my way of my own dream? My thought process? Lack of skills? My habits? My obligations? •	How will I know if I have achieved my dream? •	Who can I mobilize in support of my dream? •	How will I lead with love, compassion, and grace — no matter what? •	What will I do TODAY to kickstart my dream and believe in myself?",2,How can you remind yourself that you do not need other people's approval for your dream? Can you brainstorm some effective strategies for doing this?,20240319111700,temp1,25,20240319164921,temp1,1.0,0.5,1.0,1.0,1.0,1.0,500
"Daily Fire 11-1-23: They Don't Believe Until LATER Today's Framework: Approval Afterwards •	What is my dream? •	What is in my way of my dream? •	How will I know when I've achieved my dream? •	Who will I enlist to support my dream? •	How will I lead with love, compassion, and grace? Today's Journal Questions •	Do I have a big dream or wild idea that I am awaiting permission from others about? •	Can I remember that I do not need other people's approval for MY DREAM? How will I remember this? •	If I were to give a speech about my dream, what would it be? •	What is in my way of my own dream? My thought process? Lack of skills? My habits? My obligations? •	How will I know if I have achieved my dream? •	Who can I mobilize in support of my dream? •	How will I lead with love, compassion, and grace — no matter what? •	What will I do TODAY to kickstart my dream and believe in myself?",2,"Is there a big dream or wild idea you've been keeping to yourself, waiting for permission or approval from others to proceed with it? Remember that your dreams are yours alone and you don't always need external validation.",20240319111700,temp1,26,20240319162329,temp1,1.0,0.5,0.5,0.5,1.0,1.0,500
"Daily Fire 11-1-23: They Don't Believe Until LATER Today's Framework: Approval Afterwards •	What is my dream? •	What is in my way of my dream? •	How will I know when I've achieved my dream? •	Who will I enlist to support my dream? •	How will I lead with love, compassion, and grace? Today's Journal Questions •	Do I have a big dream or wild idea that I am awaiting permission from others about? •	Can I remember that I do not need other people's approval for MY DREAM? How will I remember this? •	If I were to give a speech about my dream, what would it be? •	What is in my way of my own dream? My thought process? Lack of skills? My habits? My obligations? •	How will I know if I have achieved my dream? •	Who can I mobilize in support of my dream? •	How will I lead with love, compassion, and grace — no matter what? •	What will I do TODAY to kickstart my dream and believe in myself?",2,Here's a thought experiment: Posted yourself having already achieved your dream and giving a speech about it. What would that speech include? Why?,20240319111700,temp1,27,20240319160429,temp1,1.0,0.5,1.0,0.5,1.0,1.0,500
"Daily Fire 11-1-23: They Don't Believe Until LATER Today's Framework: Approval Afterwards •	What is my dream? •	What is in my way of my dream? •	How will I know when I've achieved my dream? •	Who will I enlist to support my dream? •	How will I lead with love, compassion, and grace? Today's Journal Questions •	Do I have a big dream or wild idea that I am awaiting permission from others about? •	Can I remember that I do not need other people's approval for MY DREAM? How will I remember this? •	If I were to give a speech about my dream, what would it be? •	What is in my way of my own dream? My thought process? Lack of skills? My habits? My obligations? •	How will I know if I have achieved my dream? •	Who can I mobilize in support of my dream? •	How will I lead with love, compassion, and grace — no matter what? •	What will I do TODAY to kickstart my dream and believe in myself?",2,"Leading with love, compassion, and grace on your journey can better prepare you for the challenges and victories alike. How will you ensure you lead with these values?",20240319111700,temp1,28,20240319143207,temp1,1.0,0.5,1.0,0.5,1.0,1.0,500
"Daily Fire 10-31-23: The Most Important Job Today's Framework: Your Most Important Job •	Summon the energy to align with the best version of yourself. •	Summon the courage to ask for help. •	Summon the courage to listen, learn, and grow. •	Summon focus and willingness to architect the life that I want. •	Summon the humble parts of ourselves to reconnect when we wander. •	Summon the will to choose something different than an addiction. Today's Journal Questions •	No matter how I am feeling today, can I commit to summoning the best of who I am? •	How can I show up differently today in order to summon something new? •	Do I need to summon courage to ask for help? •	Who can I reach out to when I need help? •	What teachers or teachings calls to me? Will I listen? •	When the low, base part of me gets disconnected from my potential, how do I remind myself what I am capable of? •	When I lose my connection to my spirituality, how do I find the humbleness to return back? •	Do I summon the will to choose something different than an addiction — over and over again? •	What does ""showing up for myself"" mean to me today? •	What one thing can I do to express the best of who I am today? •",3,Reflect on your spiritual journey. Describe a time when you felt disconnected from your spirituality. How did you find the humbleness to return back?,20240319114020,temp1,29,20240319161958,temp1,0.0,1.0,0.5,0.0,0.0,1.0,300
"Daily Fire 10-31-23: The Most Important Job Today's Framework: Your Most Important Job •	Summon the energy to align with the best version of yourself. •	Summon the courage to ask for help. •	Summon the courage to listen, learn, and grow. •	Summon focus and willingness to architect the life that I want. •	Summon the humble parts of ourselves to reconnect when we wander. •	Summon the will to choose something different than an addiction. Today's Journal Questions •	No matter how I am feeling today, can I commit to summoning the best of who I am? •	How can I show up differently today in order to summon something new? •	Do I need to summon courage to ask for help? •	Who can I reach out to when I need help? •	What teachers or teachings calls to me? Will I listen? •	When the low, base part of me gets disconnected from my potential, how do I remind myself what I am capable of? •	When I lose my connection to my spirituality, how do I find the humbleness to return back? •	Do I summon the will to choose something different than an addiction — over and over again? •	What does ""showing up for myself"" mean to me today? •	What one thing can I do to express the best of who I am today? •",3,Think of all the potential teachers or mentors in your life. Who do they are? What is one valuable thing each of them could teach you?,20240319114020,temp1,30,20240319152651,temp1,1.0,1.0,1.0,1.0,0.5,1.0,350
"Daily Fire 10-31-23: The Most Important Job Today's Framework: Your Most Important Job •	Summon the energy to align with the best version of yourself. •	Summon the courage to ask for help. •	Summon the courage to listen, learn, and grow. •	Summon focus and willingness to architect the life that I want. •	Summon the humble parts of ourselves to reconnect when we wander. •	Summon the will to choose something different than an addiction. Today's Journal Questions •	No matter how I am feeling today, can I commit to summoning the best of who I am? •	How can I show up differently today in order to summon something new? •	Do I need to summon courage to ask for help? •	Who can I reach out to when I need help? •	What teachers or teachings calls to me? Will I listen? •	When the low, base part of me gets disconnected from my potential, how do I remind myself what I am capable of? •	When I lose my connection to my spirituality, how do I find the humbleness to return back? •	Do I summon the will to choose something different than an addiction — over and over again? •	What does ""showing up for myself"" mean to me today? •	What one thing can I do to express the best of who I am today? •",3,Think about the concept of 'showing up for yourself'. What does it mean to you today? How does it translate into your actions and decisions?,20240319114020,temp1,31,20240319165316,temp1,1.0,1.0,0.0,1.0,0.0,1.0,500
"Daily Fire 10-31-23: The Most Important Job Today's Framework: Your Most Important Job •	Summon the energy to align with the best version of yourself. •	Summon the courage to ask for help. •	Summon the courage to listen, learn, and grow. •	Summon focus and willingness to architect the life that I want. •	Summon the humble parts of ourselves to reconnect when we wander. •	Summon the will to choose something different than an addiction. Today's Journal Questions •	No matter how I am feeling today, can I commit to summoning the best of who I am? •	How can I show up differently today in order to summon something new? •	Do I need to summon courage to ask for help? •	Who can I reach out to when I need help? •	What teachers or teachings calls to me? Will I listen? •	When the low, base part of me gets disconnected from my potential, how do I remind myself what I am capable of? •	When I lose my connection to my spirituality, how do I find the humbleness to return back? •	Do I summon the will to choose something different than an addiction — over and over again? •	What does ""showing up for myself"" mean to me today? •	What one thing can I do to express the best of who I am today? •",3,Highlight the importance of energy in this context. How do you infuse your determination in becoming closer to your best self? How does it manifest in your actions?,20240319114020,temp1,32,20240319165519,temp1,0.5,1.0,0.7,0.0,0.0,1.0,300
